Corpus	Config	Acc	Acc-Std	F1-Macro	F1-Macro-Std	F1-Weighted	F1-Weighted-Std
MI01-Clematide	li_r-n-v	64.32	12.95	66.04	11.78	66.58	12.53
MI01-Clematide	lt-pt_lt-pt-n-v	65.01	9.42	66.03	8.81	66.64	9.48
NA02-Ploch	ss-pt_ss-pt-v	65.83	13.63	65.97	11.97	68.86	12.98
NA02-Ploch	ss-pt_ss-pt-e-v	65.83	13.63	65.97	11.97	68.86	12.98
NA02-Ploch	ss-pt_ss-pt-l-v	65.83	13.63	65.97	11.97	68.86	12.98
MI01-Clematide	li-ps_li-ps-l-v	64.94	12.23	65.97	12.31	66.57	12.83
SM02-Sidarenka	lt_lt-e-v-s	66.99	6.43	65.96	5	71.21	4.34
NA02-Ploch	lt-pt_lt-pt-l-v	66.63	11.79	65.96	11.01	68.74	12.16
MI01-Clematide	li-ps_li-ps-v	64.95	12.27	65.95	12.33	66.58	12.82
MI01-Clematide	li-ps_li-ps-e-v	64.95	12.27	65.95	12.33	66.58	12.82
MI01-Clematide	li-pt_li-pt-n-v	64.87	9.8	65.94	9.49	66.64	10.03
NA02-Ploch	ss_ss-e-n-t-s	63.21	10.2	65.9	8.79	69.41	8.34
NA02-Ploch	ss_ss-e-l-t-s	63.21	10.2	65.9	8.79	69.41	8.34
NA02-Ploch	ss_ss-n-l-t-s	63.21	10.2	65.9	8.79	69.41	8.34
NA02-Ploch	ss_ss-e-t-s	63.21	10.2	65.9	8.79	69.41	8.34
NA02-Ploch	ss_ss-n-t-s	63.21	10.2	65.9	8.79	69.41	8.34
NA02-Ploch	ss_ss-l-t-s	63.21	10.2	65.9	8.79	69.41	8.34
NA02-Ploch	ss_ss-t-s	63.21	10.2	65.9	8.79	69.41	8.34
NA02-Ploch	ss_ss-e-l-s-t	63.21	10.2	65.9	8.79	69.41	8.34
NA02-Ploch	ss_ss-e-n-s-t	63.21	10.2	65.9	8.79	69.41	8.34
NA02-Ploch	ss_ss-l-n-s-t	63.21	10.2	65.9	8.79	69.41	8.34
NA02-Ploch	ss_ss-e-l-n-t-s	63.21	10.2	65.9	8.79	69.41	8.34
SM02-Sidarenka	li_li-e-l-v-s	66.92	6.99	65.87	5.19	71.1	4.64
NA02-Ploch	lt-ps_lt-ps-v	65.94	11.05	65.86	10.14	69.07	9.88
NA02-Ploch	lt-ps_lt-ps-e-v	65.94	11.05	65.86	10.14	69.07	9.88
MI01-Clematide	li-pt_li-pt-t-v	64.52	9.58	65.86	9.3	66.51	9.79
NA02-Ploch	li-pt_li-pt-e-n-s-t-v	63.99	13.62	65.85	10.9	68.83	11.15
MI01-Clematide	lt_lt-e-n-v-s	64.46	10.16	65.84	9.75	66.34	10.09
MI01-Clematide	ss_ss-e-l-v-s	65.22	13.11	65.84	13.78	66.01	14.74
MI01-Clematide	ss_ss-e-v-s	65.22	13.11	65.84	13.78	66.01	14.74
MI01-Clematide	lt_lt-n-v-s	64.46	10.16	65.84	9.75	66.34	10.09
MI01-Clematide	ss_ss-l-v-s	65.22	13.11	65.84	13.78	66.01	14.74
MI01-Clematide	ss_ss-v-s	65.22	13.11	65.84	13.78	66.01	14.74
MI01-Clematide	ss_ss-s-v	65.22	13.11	65.84	13.78	66.01	14.74
MI01-Clematide	sc-pt_sc-pt-t-v	64.32	8.52	65.78	7.76	66.53	8.16
MI01-Clematide	sc-pt_sc-pt-e-l-n-t-v	64.32	8.52	65.78	7.76	66.53	8.16
NA02-Ploch	ss_ss-e-n-v-s	66.74	14.17	65.77	12.7	68.97	12.31
NA02-Ploch	ss_ss-n-l-v-s	66.74	14.17	65.77	12.7	68.97	12.31
NA02-Ploch	ss_ss-n-v-s	66.74	14.17	65.77	12.7	68.97	12.31
NA02-Ploch	ss_ss-e-l-n-s-v	66.74	14.17	65.77	12.7	68.97	12.31
MI01-Clematide	sc_sc-e-l-v-s	64.94	11.82	65.76	12.4	65.99	13.23
MI01-Clematide	sc_sc-e-v-s	64.94	11.82	65.76	12.4	65.99	13.23
MI01-Clematide	sc_sc-l-v-s	64.94	11.82	65.76	12.4	65.99	13.23
MI01-Clematide	sc_sc-v-s	64.94	11.82	65.76	12.4	65.99	13.23
MI01-Clematide	lt-pt_lt-pt-t-v	64.59	9.35	65.76	8.59	66.35	9.23
MI01-Clematide	sc_sc-s-v	64.94	11.82	65.76	12.4	65.99	13.23
MI01-Clematide	li-pt_li-pt-e-l-n-t-v	64.39	9.55	65.74	9.39	66.38	9.86
NA02-Ploch	lt_r-e-n-s-t-v	63.53	13.46	65.73	10.08	68.75	10.43
NA02-Ploch	sc-pt_sc-pt-v	65.37	13.68	65.72	12.37	68.69	12.53
NA02-Ploch	sc-pt_sc-pt-e-v	65.37	13.68	65.72	12.37	68.69	12.53
NA02-Ploch	sc-pt_sc-pt-l-v	65.37	13.68	65.72	12.37	68.69	12.53
MI01-Clematide	sc-ps_sc-ps-n-v	63.97	9.49	65.66	8.46	66.48	8.84
RE02-Sänger	lt_lt-e-l-t-v	65.45	7.21	65.65	6.72	69.68	6.74
RE02-Sänger	lt_lt-e-l-n-t-v	65.45	7.21	65.65	6.72	69.68	6.74
NA02-Ploch	lt-pt_lt-pt-e-n-s-t-v	64.45	10.92	65.65	8.35	69.01	8.32
MI01-Clematide	li_li-e-t-v-s	64.25	9.29	65.63	8.64	66.36	8.96
MI01-Clematide	li_li-n-t-v-s	64.25	9.29	65.63	8.64	66.36	8.96
MI01-Clematide	li_li-t-v-s	64.25	9.29	65.63	8.64	66.36	8.96
MI01-Clematide	li_li-e-n-s-t-v	64.25	9.29	65.63	8.64	66.36	8.96
SM02-Sidarenka	li_li-e-v-s	66.19	6.89	65.62	5.18	70.79	4.57
NA02-Ploch	li_li-n-l-v-s	65.14	12.22	65.59	10.09	68.84	10.1
NA02-Ploch	li_li-e-l-n-s-v	65.14	12.22	65.59	10.09	68.84	10.1
MI01-Clematide	li-ps_li-ps-e-l-n-t-v	64.25	9.66	65.58	9.46	66.24	9.92
NA02-Ploch	lt-ps_lt-ps-l-v	65.94	10.98	65.56	10.28	68.88	9.95
NA02-Ploch	lt_lt-e-n-v	65.48	14.04	65.55	13.51	67.67	14.63
NA02-Ploch	lt_lt-n-v	65.48	14.04	65.55	13.51	67.67	14.63
NA02-Ploch	lt_lt-n-v	65.48	14.04	65.55	13.51	67.67	14.63
MI01-Clematide	li-ps_li-ps-n-v	64.52	9.93	65.55	9.73	66.32	10.24
NA02-Ploch	lt_lt-e-s	62.09	10.21	65.54	8.59	69.11	8.5
NA02-Ploch	lt_lt-s	62.09	10.21	65.54	8.59	69.11	8.5
SM02-Sidarenka	ss_ss-e-l-v-s	67.18	6.94	65.53	4.84	70.67	4.63
SM02-Sidarenka	ss_ss-e-v-s	67.18	6.94	65.53	4.84	70.67	4.63
MI01-Clematide	sc-ps_sc-ps-t-v	63.69	10.38	65.53	9.07	66.35	9.39
MI01-Clematide	li-ps_li-ps-t-v	64.25	9.59	65.53	9.34	66.24	9.78
MI01-Clematide	sc-ps_sc-ps-e-l-n-t-v	63.69	10.38	65.53	9.07	66.35	9.39
MI01-Clematide	lt-pt_lt-pt-e-l-s-t-v	63.69	9.15	65.5	8.79	66	9.11
MI01-Clematide	lt-pt_lt-pt-l-n-s-t-v	63.69	9.15	65.5	8.79	66	9.11
MI01-Clematide	lt-pt_lt-pt-e-l-n-t-s-v	63.69	9.15	65.5	8.79	66	9.11
NA02-Ploch	lt-ps_lt-ps-e-l-s-t-v	64.68	12.11	65.48	9.71	69.07	9.42
NA02-Ploch	lt-ps_lt-ps-l-n-s-t-v	64.68	12.11	65.48	9.71	69.07	9.42
NA02-Ploch	lt-ps_lt-ps-e-l-n-t-s-v	64.68	12.11	65.48	9.71	69.07	9.42
NA02-Ploch	ss_ss-e-l-v	69.04	11.79	65.46	9.87	69.06	10.62
NA02-Ploch	ss_ss-e-v	69.04	11.79	65.46	9.87	69.06	10.62
NA02-Ploch	ss_ss-l-v	69.04	11.79	65.46	9.87	69.06	10.62
NA02-Ploch	ss_ss-v	69.04	11.79	65.46	9.87	69.06	10.62
NA02-Ploch	ss_ss-e-v	69.04	11.79	65.46	9.87	69.06	10.62
NA02-Ploch	ss_ss-l-v	69.04	11.79	65.46	9.87	69.06	10.62
RE02-Sänger	lt_r-e-l-n-t-v	65.19	8.3	65.46	7.43	69.88	7.12
MI01-Clematide	lt-pt_lt-pt-e-n-s-t-v	63.69	9.58	65.45	9.2	65.97	9.54
RE02-Sänger	li_li-e-l-v	65.51	8.76	65.43	7.9	69.68	7.7
SM02-Sidarenka	sc_sc-e-l-v-s	67.26	6.76	65.41	4.9	70.66	4.56
NA02-Ploch	lt_lt-e-l-s	62.48	10.1	65.41	8.7	69.16	8.45
SM02-Sidarenka	sc_sc-e-v-s	67.26	6.76	65.41	4.9	70.66	4.56
NA02-Ploch	lt_lt-l-s	62.48	10.1	65.41	8.7	69.16	8.45
NA02-Ploch	li-pt_li-pt-v	65.82	12.74	65.28	12.13	68.6	12.1
NA02-Ploch	li-pt_li-pt-e-v	65.82	12.74	65.28	12.13	68.6	12.1
NA02-Ploch	li_r-s-v	63.65	14.04	65.28	11.46	68.23	11.77
RE02-Sänger	ss_ss-l-v-s	65.84	8.94	65.27	8.43	69.59	8.09
RE02-Sänger	ss_ss-v-s	65.84	8.94	65.27	8.43	69.59	8.09
RE02-Sänger	ss_ss-s-v	65.84	8.94	65.27	8.43	69.59	8.09
NA02-Ploch	ss-ps_ss-ps-s-v	64.56	12.59	65.26	10.07	68.57	10.37
NA02-Ploch	li-pt_li-pt-l-v	66.05	12.61	65.25	11.85	68.63	11.86
NA02-Ploch	lt_lt-n-l-v-s	65.37	10.31	65.23	8.2	68.63	8.24
NA02-Ploch	lt_lt-e-l-n-s-v	65.37	10.31	65.23	8.2	68.63	8.24
NA02-Ploch	ss-ps_ss-ps-v	64.56	12.68	65.22	10.37	68.46	10.56
NA02-Ploch	ss-ps_ss-ps-e-v	64.56	12.68	65.22	10.37	68.46	10.56
NA02-Ploch	ss-ps_ss-ps-l-v	64.56	12.68	65.22	10.37	68.46	10.56
NA02-Ploch	li_li-e-n-l-t	62.82	12.25	65.2	10.13	68.77	10.4
NA02-Ploch	li_li-e-l-t	62.82	12.25	65.2	10.13	68.77	10.4
NA02-Ploch	li_li-n-l-t	62.82	12.25	65.2	10.13	68.77	10.4
RE02-Sänger	lt_lt-e-v	64.67	7.59	65.2	6.95	68.93	6.94
NA02-Ploch	li_li-l-t	62.82	12.25	65.2	10.13	68.77	10.4
RE02-Sänger	lt_lt-e-v	64.67	7.59	65.2	6.95	68.93	6.94
NA02-Ploch	li_li-e-l-n-t	62.82	12.25	65.2	10.13	68.77	10.4
MI01-Clematide	li-ps_li-ps-e-l-s-t-v	63.76	9.06	65.18	8.25	65.94	8.57
MI01-Clematide	li-ps_li-ps-l-n-s-t-v	63.76	9.06	65.18	8.25	65.94	8.57
MI01-Clematide	li-ps_li-ps-e-l-n-t-s-v	63.76	9.06	65.18	8.25	65.94	8.57
RE02-Sänger	sc_sc-e-l-v-s	65.94	7.95	65.17	7.26	69.61	6.96
RE02-Sänger	sc_sc-e-v-s	65.94	7.95	65.17	7.26	69.61	6.96
MI01-Clematide	sc_sc-e-n-t-v	64.67	7.41	65.16	7.04	65.81	7.7
MI01-Clematide	sc_sc-e-l-t-v	64.67	7.41	65.16	7.04	65.81	7.7
MI01-Clematide	sc_sc-n-l-t-v	64.67	7.41	65.16	7.04	65.81	7.7
MI01-Clematide	sc_sc-e-t-v	64.67	7.41	65.16	7.04	65.81	7.7
MI01-Clematide	sc_sc-n-t-v	64.67	7.41	65.16	7.04	65.81	7.7
MI01-Clematide	sc_sc-l-t-v	64.67	7.41	65.16	7.04	65.81	7.7
MI01-Clematide	sc_sc-t-v	64.67	7.41	65.16	7.04	65.81	7.7
RE02-Sänger	lt_lt-v-s	63.98	9.01	65.16	7.42	68.93	7.58
MI01-Clematide	sc_sc-t-v	64.67	7.41	65.16	7.04	65.81	7.7
RE02-Sänger	lt_lt-s-v	63.98	9.01	65.16	7.42	68.93	7.58
NA02-Ploch	sc-pt_sc-pt-s-v	65.14	13.55	65.16	12.08	68.62	11.88
MI01-Clematide	sc_sc-e-l-n-t-v	64.67	7.41	65.16	7.04	65.81	7.7
NA02-Ploch	lt_r-e-l-n-t	62.19	12.65	65.15	10.37	68.38	10.61
MI01-Clematide	li_li-e-n-v-s	64.1	10.13	65.13	9.5	65.95	9.88
MI01-Clematide	li_li-n-v-s	64.1	10.13	65.13	9.5	65.95	9.88
RE02-Sänger	sc_sc-e-n-t-v	65.26	7.75	65.12	6.9	69.17	6.91
RE02-Sänger	sc_sc-e-l-t-v	65.26	7.75	65.12	6.9	69.17	6.91
RE02-Sänger	sc_sc-e-t-v	65.26	7.75	65.12	6.9	69.17	6.91
RE02-Sänger	sc_sc-e-l-n-t-v	65.26	7.75	65.12	6.9	69.17	6.91
NA02-Ploch	li_li-e-n-v-s	64.22	12.23	65.11	10.56	68.18	10.59
NA02-Ploch	li_li-n-v-s	64.22	12.23	65.11	10.56	68.18	10.59
MI01-Clematide	lt-ps_lt-ps-e-n-s-t-v	63.13	11.07	65.11	9.89	65.64	10.23
MI01-Clematide	sc_sc-e-n-l-v	64.81	7.36	65.1	7.23	65.69	8.09
RE02-Sänger	ss_ss-e-n-t-v	65.8	8.08	65.1	6.79	69.59	6.96
RE02-Sänger	ss_ss-e-l-t-v	65.8	8.08	65.1	6.79	69.59	6.96
MI01-Clematide	sc_sc-e-n-v	64.81	7.36	65.1	7.23	65.69	8.09
RE02-Sänger	ss_ss-e-t-v	65.8	8.08	65.1	6.79	69.59	6.96
MI01-Clematide	sc_sc-n-l-v	64.81	7.36	65.1	7.23	65.69	8.09
MI01-Clematide	sc_sc-n-v	64.81	7.36	65.1	7.23	65.69	8.09
MI01-Clematide	sc_sc-n-v	64.81	7.36	65.1	7.23	65.69	8.09
RE02-Sänger	ss_ss-e-l-n-t-v	65.8	8.08	65.1	6.79	69.59	6.96
MI01-Clematide	lt-ps_lt-ps-e-l-s-t-v	63.13	10.52	65.09	9.37	65.64	9.7
MI01-Clematide	lt-ps_lt-ps-l-n-s-t-v	63.13	10.52	65.09	9.37	65.64	9.7
MI01-Clematide	lt-ps_lt-ps-e-l-n-t-s-v	63.13	10.52	65.09	9.37	65.64	9.7
MI01-Clematide	li-pt_li-pt-e-l-s-t-v	63.55	8.89	65.07	8.11	65.83	8.45
MI01-Clematide	li-pt_li-pt-l-n-s-t-v	63.55	8.89	65.07	8.11	65.83	8.45
MI01-Clematide	li-pt_li-pt-e-l-n-t-s-v	63.55	8.89	65.07	8.11	65.83	8.45
NA02-Ploch	li_li-e-l-s	62.24	10.39	65.06	8.7	68.93	8.51
NA02-Ploch	li_li-l-s	62.24	10.39	65.06	8.7	68.93	8.51
MI01-Clematide	sc_sc-e-l-v	64.8	10.18	65.05	10.48	65.5	11.34
MI01-Clematide	sc_sc-e-v	64.8	10.18	65.05	10.48	65.5	11.34
MI01-Clematide	sc_sc-l-v	64.8	10.18	65.05	10.48	65.5	11.34
MI01-Clematide	sc_sc-v	64.8	10.18	65.05	10.48	65.5	11.34
MI01-Clematide	sc_sc-e-v	64.8	10.18	65.05	10.48	65.5	11.34
MI01-Clematide	sc_sc-l-v	64.8	10.18	65.05	10.48	65.5	11.34
NA02-Ploch	li-ps_li-ps-v	65.71	13.3	65.03	12.47	68.48	12.38
NA02-Ploch	li-ps_li-ps-e-v	65.71	13.3	65.03	12.47	68.48	12.38
NA02-Ploch	li-ps_li-ps-l-v	65.83	13.02	65.01	11.87	68.49	11.95
RE02-Sänger	li_li-e-l-t-v	64.69	8.42	65	7.4	69.25	7.37
RE02-Sänger	li_li-e-l-n-t-v	64.69	8.42	65	7.4	69.25	7.37
MI01-Clematide	ss-ps_ss-ps-v	62.92	15.17	64.95	14.64	65.26	15.51
MI01-Clematide	ss-ps_ss-ps-e-v	62.92	15.17	64.95	14.64	65.26	15.51
MI01-Clematide	ss-ps_ss-ps-l-v	62.92	15.17	64.95	14.64	65.26	15.51
RE02-Sänger	lt_lt-e-n-l-v	64.88	7.18	64.94	6.54	69.04	6.67
SM02-Sidarenka	li_li-e-l-v	66.54	6.81	64.94	5.16	70.32	4.78
NA02-Ploch	li_li-e-n-l	62.72	11.84	64.92	10.13	68.62	10.38
NA02-Ploch	li_li-n-l	62.72	11.84	64.92	10.13	68.62	10.38
NA02-Ploch	ss_ss-e-n-l-t	64.08	10.3	64.91	9.53	68.63	9.23
NA02-Ploch	ss_ss-e-n-t	64.08	10.3	64.91	9.53	68.63	9.23
NA02-Ploch	ss_ss-e-l-t	64.08	10.3	64.91	9.53	68.63	9.23
NA02-Ploch	ss_ss-n-l-t	64.08	10.3	64.91	9.53	68.63	9.23
NA02-Ploch	ss_ss-e-t	64.08	10.3	64.91	9.53	68.63	9.23
NA02-Ploch	ss_ss-n-t	64.08	10.3	64.91	9.53	68.63	9.23
NA02-Ploch	ss_ss-l-t	64.08	10.3	64.91	9.53	68.63	9.23
RE02-Sänger	lt-pt_lt-pt-e-v	64.41	7.52	64.91	6.89	69	6.79
NA02-Ploch	ss_ss-t	64.08	10.3	64.91	9.53	68.63	9.23
NA02-Ploch	ss_ss-e-l-n-t	64.08	10.3	64.91	9.53	68.63	9.23
RE02-Sänger	ss_ss-e-l-v	66.61	8.12	64.9	7.95	69.58	7.54
RE02-Sänger	ss_ss-e-v	66.61	8.12	64.9	7.95	69.58	7.54
RE02-Sänger	ss_ss-e-v	66.61	8.12	64.9	7.95	69.58	7.54
RE02-Sänger	lt_lt-e-l-s-t-v	64.71	7.78	64.89	6.75	69.2	6.67
RE02-Sänger	lt_lt-e-l-n-t-s-v	64.71	7.78	64.89	6.75	69.2	6.67
RE02-Sänger	lt_lt-l-v	64.77	7.87	64.88	7.3	68.82	7.24
RE02-Sänger	lt_lt-l-v	64.77	7.87	64.88	7.3	68.82	7.24
RE02-Sänger	sc_sc-e-l-v	65.65	7.82	64.87	7.47	69.06	7.11
RE02-Sänger	sc_sc-e-v	65.65	7.82	64.87	7.47	69.06	7.11
RE02-Sänger	sc_sc-e-v	65.65	7.82	64.87	7.47	69.06	7.11
NA02-Ploch	sc_sc-e-n-v-s	65.94	14.1	64.84	11.89	68.23	11.9
NA02-Ploch	sc_sc-n-l-v-s	65.94	14.1	64.84	11.89	68.23	11.9
NA02-Ploch	sc_sc-n-v-s	65.94	14.1	64.84	11.89	68.23	11.9
NA02-Ploch	sc-ps_sc-ps-v	64.33	13.76	64.84	12.33	67.86	12.34
NA02-Ploch	sc-ps_sc-ps-e-v	64.33	13.76	64.84	12.33	67.86	12.34
MI01-Clematide	ss-pt_ss-pt-s-v	62.92	14.06	64.84	14.37	65.18	15.01
NA02-Ploch	sc-ps_sc-ps-l-v	64.33	13.76	64.84	12.33	67.86	12.34
NA02-Ploch	sc_sc-e-l-n-s-v	65.94	14.1	64.84	11.89	68.23	11.9
NA02-Ploch	li_li-e-v	65.48	12.39	64.83	11.15	68.12	11.43
NA02-Ploch	li_li-v	65.48	12.39	64.83	11.15	68.12	11.43
NA02-Ploch	li_li-e-v	65.48	12.39	64.83	11.15	68.12	11.43
RE02-Sänger	lt_lt-n-l-t-v	64.29	7.6	64.8	7.08	68.77	7.17
RE02-Sänger	lt_lt-l-t-v	64.29	7.6	64.8	7.08	68.77	7.17
RE02-Sänger	li_li-l-v-s	63.89	10.01	64.8	8.46	68.77	8.56
NA02-Ploch	li_r-e-l-n-s-v	63.99	13.13	64.8	10.24	67.85	10.68
SM02-Sidarenka	li-pt_li-pt-e-v	65.85	6.61	64.79	4.85	70.17	4.45
SM02-Sidarenka	li_li-e-v	65.71	6.33	64.75	4.63	69.98	4.34
SM02-Sidarenka	li_li-e-v	65.71	6.33	64.75	4.63	69.98	4.34
NA02-Ploch	li_r-e-l-n-t	62	12.51	64.72	10.34	68.21	10.36
RE02-Sänger	li_r-e-l-n-t-v	64.21	8.25	64.72	7.49	69.09	7.12
RE02-Sänger	lt_lt-e-n-t-v	63.92	7.25	64.71	6.68	68.55	6.79
RE02-Sänger	lt_lt-e-t-v	63.92	7.25	64.71	6.68	68.55	6.79
MI01-Clematide	li-ps_li-ps-e-n-s-t-v	63.27	8.87	64.69	8.1	65.47	8.46
MI01-Clematide	lt-pt_lt-pt-e-l-n-s-v	63.13	9.7	64.64	9.48	65.23	9.83
NA02-Ploch	ss_ss-e-n-l	63.74	10.57	64.63	9.62	68.38	9.56
NA02-Ploch	ss_ss-e-n	63.74	10.57	64.63	9.62	68.38	9.56
NA02-Ploch	ss_ss-n-l	63.74	10.57	64.63	9.62	68.38	9.56
NA02-Ploch	ss_ss-n	63.74	10.57	64.63	9.62	68.38	9.56
MI01-Clematide	ss-ps_ss-ps-t-v	62.15	12.51	64.63	11	64.98	11.86
RE02-Sänger	lt_r-l-v	64.5	9	64.63	8.06	69.03	7.77
MI01-Clematide	ss-ps_ss-ps-e-l-n-t-v	62.15	12.51	64.63	11	64.98	11.86
SM02-Sidarenka	sc-pt_sc-pt-e-v	64.96	6.33	64.61	4.78	69.79	4.3
MI01-Clematide	ss-ps_ss-ps-n-v	62.43	12.08	64.6	10.88	65.07	11.74
SM02-Sidarenka	li-ps_li-ps-e-v	65.75	6.27	64.59	4.61	70.03	4.19
NA02-Ploch	sc-pt_sc-pt-e-l-s-t-v	63.53	14.56	64.59	12.38	68	12.26
NA02-Ploch	sc-pt_sc-pt-e-n-s-t-v	63.53	14.56	64.59	12.38	68	12.26
NA02-Ploch	sc-pt_sc-pt-l-n-s-t-v	63.53	14.56	64.59	12.38	68	12.26
NA02-Ploch	sc-pt_sc-pt-e-l-n-t-s-v	63.53	14.56	64.59	12.38	68	12.26
MI01-Clematide	ss-ps_ss-ps-s-v	62.36	15.54	64.56	15.04	64.8	15.99
RE02-Sänger	lt-pt_lt-pt-s-v	63.13	8.72	64.56	7.31	68.51	7.4
NA02-Ploch	lt_lt-e-n-t	61.76	11.77	64.55	11.33	67.53	11.42
NA02-Ploch	lt_lt-e-t	61.76	11.77	64.55	11.33	67.53	11.42
NA02-Ploch	lt_lt-n-t	61.76	11.77	64.55	11.33	67.53	11.42
NA02-Ploch	lt_lt-t	61.76	11.77	64.55	11.33	67.53	11.42
RE02-Sänger	li_li-e-v-s	63.02	9.43	64.53	7.78	68.32	7.96
NA02-Ploch	lt_r-e-l-n-s-v	64.11	11.75	64.53	8.86	67.7	9.38
NA02-Ploch	li-ps_li-ps-e-l-n-s-v	64.1	13.99	64.53	12.07	67.86	11.95
MI01-Clematide	li-ps_li-ps-e-l-n-s-v	63.41	9.75	64.53	9.1	65.37	9.46
NA02-Ploch	lt_lt-e-n-l-t	61.95	11.67	64.52	10.96	67.68	11.12
NA02-Ploch	lt_lt-e-l-t	61.95	11.67	64.52	10.96	67.68	11.12
NA02-Ploch	lt_lt-n-l-t	61.95	11.67	64.52	10.96	67.68	11.12
NA02-Ploch	lt_lt-l-t	61.95	11.67	64.52	10.96	67.68	11.12
NA02-Ploch	lt_lt-e-l-n-t	61.95	11.67	64.52	10.96	67.68	11.12
MI01-Clematide	li-pt_li-pt-e-n-s-t-v	62.99	8.77	64.51	8.04	65.27	8.43
NA02-Ploch	lt-pt_lt-pt-s	60.94	9.43	64.5	7.99	68.2	7.89
NA02-Ploch	lt_r-v	63.88	12.86	64.49	11.42	67.63	11.31
NA02-Ploch	lt_r-e-v	63.88	12.86	64.49	11.42	67.63	11.31
SM02-Sidarenka	sc-ps_sc-ps-e-v	64.68	6.06	64.46	4.52	69.68	3.95
RE02-Sänger	lt-pt_lt-pt-e-l-n-t-v	63.77	6.93	64.46	6.36	68.62	6.42
SM02-Sidarenka	lt_r-e-v	64.81	6.41	64.44	4.9	69.84	4.29
NA02-Ploch	li_li-e-l-t-s	60.74	10.61	64.42	8.5	68.15	8.59
NA02-Ploch	li_li-n-l-t-s	60.74	10.61	64.42	8.5	68.15	8.59
NA02-Ploch	lt_lt-e-l-v	65.48	11.83	64.42	10.62	66.9	12.24
NA02-Ploch	li_li-l-t-s	60.74	10.61	64.42	8.5	68.15	8.59
NA02-Ploch	lt_lt-l-v	65.48	11.83	64.42	10.62	66.9	12.24
NA02-Ploch	lt_lt-l-v	65.48	11.83	64.42	10.62	66.9	12.24
NA02-Ploch	li_li-e-l-s-t	60.74	10.61	64.42	8.5	68.15	8.59
NA02-Ploch	lt-ps_lt-ps-e-n-s-t-v	63.42	11.62	64.42	9.54	68.02	9.21
NA02-Ploch	li_li-l-n-s-t	60.74	10.61	64.42	8.5	68.15	8.59
NA02-Ploch	li_li-e-l-n-t-s	60.74	10.61	64.42	8.5	68.15	8.59
NA02-Ploch	ss_ss-e-n-l-s	61.95	9.72	64.41	8.41	68.08	8.08
NA02-Ploch	ss_ss-e-n-s	61.95	9.72	64.41	8.41	68.08	8.08
NA02-Ploch	ss_ss-n-l-s	61.95	9.72	64.41	8.41	68.08	8.08
NA02-Ploch	ss_ss-n-s	61.95	9.72	64.41	8.41	68.08	8.08
NA02-Ploch	ss_ss-e-l-n-s	61.95	9.72	64.41	8.41	68.08	8.08
NA02-Ploch	li-pt_li-pt-e-l-n-s-v	63.76	12.95	64.4	10.82	67.61	10.97
NA02-Ploch	sc_sc-e-l-v-s	66.74	13.72	64.39	11.79	68.23	11.58
NA02-Ploch	sc_sc-e-v-s	66.74	13.72	64.39	11.79	68.23	11.58
NA02-Ploch	sc_sc-l-v-s	66.74	13.72	64.39	11.79	68.23	11.58
NA02-Ploch	sc_sc-v-s	66.74	13.72	64.39	11.79	68.23	11.58
NA02-Ploch	sc_sc-s-v	66.74	13.72	64.39	11.79	68.23	11.58
MI01-Clematide	li-pt_li-pt-e-l-n-s-v	63.2	9.42	64.39	8.79	65.24	9.16
NA02-Ploch	sc_sc-e-l-s	63.69	9.81	64.38	9.56	68.92	8.69
NA02-Ploch	sc_sc-e-s	63.69	9.81	64.38	9.56	68.92	8.69
NA02-Ploch	sc_sc-l-s	63.69	9.81	64.38	9.56	68.92	8.69
NA02-Ploch	sc_sc-s	63.69	9.81	64.38	9.56	68.92	8.69
RE02-Sänger	li_li-e-n-l-v	64.28	8.41	64.36	7.22	68.7	7.3
SM03-Narr	sc_sc-e-l-v	62.58	6.79	64.35	5.68	65.91	5.47
SM03-Narr	sc_sc-e-v	62.58	6.79	64.35	5.68	65.91	5.47
SM03-Narr	sc_sc-e-v	62.58	6.79	64.35	5.68	65.91	5.47
NA02-Ploch	sc-ps_sc-ps-s-v	64.22	14.06	64.35	12.49	67.72	12.54
RE02-Sänger	ss_ss-e-t-v-s	64.43	8.13	64.34	6.68	68.81	6.75
RE02-Sänger	ss_ss-e-l-s-t-v	64.43	8.13	64.34	6.68	68.81	6.75
RE02-Sänger	lt_r-e-l-s-t-v	64.07	8.56	64.34	7.55	68.89	7.19
RE02-Sänger	ss_ss-e-n-s-t-v	64.43	8.13	64.34	6.68	68.81	6.75
RE02-Sänger	ss_ss-e-l-n-t-s-v	64.43	8.13	64.34	6.68	68.81	6.75
RE02-Sänger	lt_r-e-l-n-t-s-v	64.07	8.56	64.34	7.55	68.89	7.19
SM02-Sidarenka	lt-pt_lt-pt-e-v	65.56	5.83	64.33	4.71	69.56	4.65
RE02-Sänger	lt_lt-e-l-n-s-v	64.36	7.72	64.33	6.47	68.73	6.52
SM02-Sidarenka	ss_ss-e-l-v	67.13	7.03	64.32	4.9	69.77	5.08
SM02-Sidarenka	ss_ss-e-v	67.13	7.03	64.32	4.9	69.77	5.08
SM02-Sidarenka	ss_ss-e-v	67.13	7.03	64.32	4.9	69.77	5.08
MI01-Clematide	lt-ps_lt-ps-e-l-n-s-v	62.64	10.82	64.32	9.82	64.94	10.2
