Config	Acc	Acc-Std	F1-Macro	F1-Macro-Std	F1-Weighted	F1-Weighted-Std	LT-Acc	LT-Acc-Std	LT-F1-Macro	LT-F1-Macro-Std	LT-F1-Weighted	LT-F1-Weighted-Std	MI-Acc	MI-Acc-Std	MI-F1-Macro	MI-F1-Macro-Std	MI-F1-Weighted	MI-F1-Weighted-Std	NA-Acc	NA-Acc-Std	NA-F1-Macro	NA-F1-Macro-Std	NA-F1-Weighted	NA-F1-Weighted-Std	RE-Acc	RE-Acc-Std	RE-F1-Macro	RE-F1-Macro-Std	RE-F1-Weighted	RE-F1-Weighted-Std	SM-Acc	SM-Acc-Std	SM-F1-Macro	SM-F1-Macro-Std	SM-F1-Weighted	SM-F1-Weighted-Std
c_r-v	43.74125	12.5025	46.67375	8.9875	50.37875	11.345	41.58375	6.12375	46.29625	4.76625	47.03625	5.3775	41.98875	8.61125	46.46875	8.78375	48.82375	8.33	43.67875	10.49	44.44	12.555	52.755	10.25375	56.98125	11.80125	54.42375	5.58375	61.41	10.575	34.69875	6.3275	41.6225	5.8925	42.45	6.4275
c_r-s-v	43.07125	13.10875	46.6625	9.5525	50.25875	11.5675	39.9	6.38875	45.56125	5.16	46.05	5.5075	40.305	9.4325	45.8625	9.40625	47.83625	8.77625	42.72375	10.57625	44.52625	13.66125	52.485	8.745	58.195	12.51875	55.6825	5.60375	62.8525	10.7375	33.6125	6.22375	41.16125	5.905	41.965	6.34
c_r-n-v	43.27125	12.24	46.58375	9.22625	50.26375	11.04	40.48375	5.22	45.51	4.06625	46.375	4.4275	41.64875	8.525	46.44375	8.87125	48.7075	8.02125	43.7375	10.26125	44.93	13.41375	53.29375	9.78875	56.49625	11.7925	54.59375	5.80375	61.39	10.52625	34.22625	5.8225	41.345	5.545	42.20125	5.71125
sc_r-e-n-s-t-v	43.35625	11.65	46.56125	8.84	50.705	10.7325	36.3875	6.22125	42.4025	4.54	43.23875	5.455	36.92625	9.285	43.12	8.95625	44.155	7.65125	37.82375	6.05	41.15375	10.41625	48.58625	5.78125	56.45375	9.8	53.20875	5.2075	61.3025	9.7675	41.90625	9.15	47.53125	7.55125	49.93875	9.3175
r_r-l-v	44.45	13.435	46.55875	9.67375	50.57625	12.01625	44.5225	9.13875	47.93	7.25875	49.4375	7.8575	44.16	9.23	48.47125	10.28125	50.57375	8.565	40.5425	10.505	42.12125	12.12125	50.11375	10.57	58.665	11.2375	54.13125	5.39125	61.9775	10.73	34.67375	6.35875	40.82625	5.53625	41.87125	6.82125
ss_r-e-l-n-s	41.68	10.21421053	46.52105263	8.561578947	50.23894737	9.861578947	35.49842105	6.212105263	42.59157895	6.082105263	43.20578947	6.681578947	37.26736842	8.335789474	44.75894737	8.473684211	45.55368421	7.864210526	36.39421053	6.726315789	41.61631579	13.09473684	47.98578947	6.234210526	52.55736842	8.770526316	51.85947368	5.091052632	59.48578947	8.666842105	40.55473684	8.160526316	47.36842105	7.328947368	49.51684211	9.14
r_r-e-l-n-t-s	41.57052632	11.20315789	46.36368421	9.187894737	50.06	10.53578947	38.59631579	7.857368421	45.35736842	7.953157895	46.48105263	7.913157895	39.72473684	6.375789474	46.25631579	6.97	48.32947368	6.026842105	34.01473684	7.733684211	39.03736842	11.91894737	45.41631579	7.039473684	53.55052632	9.942105263	52.92789474	5.181052632	60.40631579	9.778421053	37.77631579	9.264210526	45.11473684	8.615789474	46.41684211	9.925789474
r_r-e-l-s-t	41.57052632	11.20315789	46.36368421	9.187894737	50.06	10.53578947	38.59631579	7.857368421	45.35736842	7.953157895	46.48105263	7.913157895	39.72473684	6.375789474	46.25631579	6.97	48.32947368	6.026842105	34.01473684	7.733684211	39.03736842	11.91894737	45.41631579	7.039473684	53.55052632	9.942105263	52.92789474	5.181052632	60.40631579	9.778421053	37.77631579	9.264210526	45.11473684	8.615789474	46.41684211	9.925789474
pt_pt-e	42.19210526	12.98315789	46.28052632	9.771578947	49.95210526	12.30842105	36.75526316	6.484736842	43.3	6.035263158	43.23631579	6.546315789	34.63105263	8.363157895	41.39052632	8.619473684	42.11315789	8.591578947	37.00684211	11.71578947	40.92	14.70263158	47.02157895	10.55315789	55.22105263	13.87368421	52.83052632	6.414210526	60.84263158	12.73263158	40.42947368	9.371052632	47.44105263	8.130526316	49.62368421	10.22947368
ps_ps-e	42.07894737	13.05894737	46.27736842	9.852105263	49.91210526	12.34526316	36.69578947	6.097368421	43.44894737	5.814210526	43.33315789	6.299473684	34.40789474	8.298421053	41.56947368	8.656842105	42.1	8.481052632	36.58684211	11.71105263	40.66684211	14.93789474	46.64052632	10.34368421	55.28052632	13.89526316	52.95526316	6.408947368	61.01421053	12.67263158	40.34842105	9.619473684	47.28421053	8.286842105	49.49052632	10.55315789
ps_ps-e-l-n-s	41.12684211	11.26473684	46.25	9.238947368	49.92421053	10.64526316	35.75157895	5.738421053	43.33210526	6.211052632	43.78157895	6.242105263	34.34157895	6.783684211	41.99263158	7.154736842	42.98421053	6.808947368	37.28578947	11.24315789	41.97315789	15.37263158	48.39631579	9.592105263	52.96052632	10.22315789	52.86684211	5.500526316	60.15736842	9.586315789	39.26578947	8.491578947	46.46263158	7.368947368	48.70263158	9.179473684
sc_r-l-n-s-t-v	42.85625	11.72875	46.165	8.8775	50.09125	10.5625	40.6625	7.0775	45.85625	5.87125	47.22625	6.38125	41.485	12.19625	46.94125	11.23625	48.3675	10.105	39.6725	5.49125	42.08875	10.985	50.2	5.12375	56.99375	8.73375	53.745	4.2	61.645	8.9025	34.44875	6.12125	41.6575	6.075	42.705	6.56625
r_r-e-l-n-s	41.40157895	11.00842105	46.14842105	9.077894737	49.84684211	10.39	38.59105263	7.870526316	45.30421053	7.971052632	46.45263158	7.961578947	39.63368421	6.383157895	46.11157895	6.986842105	48.14578947	6.127894737	33.76105263	7.872631579	38.76736842	12.01421053	45.07684211	7.186315789	53.06	9.581052632	52.37421053	5.054210526	59.91315789	9.567894737	37.79684211	9.228947368	45.09	8.55	46.39105263	9.893684211
ss_r-e	42.13	11.88210526	45.95	9.111578947	49.63842105	11.62157895	35.44368421	5.14	41.61526316	5.157894737	42.06315789	5.896842105	36.04210526	7.806315789	42.63052632	7.868421053	43.16894737	7.736842105	35.97157895	8.442631579	39.96842105	11.76368421	46.13526316	8.901052632	54.19842105	11.47473684	51.84157895	5.48	59.57	11.11526316	41.54105263	8.927894737	47.86210526	7.915263158	50.13631579	9.91
pt_pt-v	42.67625	12.9425	45.9025	9.27875	49.60625	11.61125	40.36375	6.06375	45.4075	4.94625	46.10875	5.3525	40.35375	8.73375	45.50625	9.09	47.48	8.185	42.36625	10.24375	43.71	13.15125	51.80875	9.64625	56.9275	13.03375	54.26375	5.83125	61.50875	11.43125	33.27625	6.1525	40.48	5.725	41.39875	6.17875
r_r-l-n-s-t-v	42.60125	12.4075	45.89	9.44625	49.77625	11.0475	41.22375	7.805	45.71	5.75875	47.2875	6.22875	42.41125	8.40625	47.555	9.4525	49.485	7.26375	38.76125	8.27125	41.45875	12.0175	49.2925	7.53625	57.4575	10.15625	54.68125	5.03	62.28375	9.6875	32.9225	5.46625	40.04125	4.805	40.9875	5.46875
pt_pt-t-v	42.24125	12.99125	45.86875	9.5975	49.56375	11.57375	39.81375	5.0975	45.3	4.02125	46.17125	4.4125	39.5775	8.67375	45.09625	9.1275	46.9025	8.04	42.00875	10.24	43.68125	13.31625	51.9175	9.00375	56.93375	13.335	54.74875	6.5675	62.0125	11.54	32.655	5.905	40.23625	5.79	41.03125	5.995
ps_ps-v	42.4225	12.84875	45.79125	9.4475	49.42	11.63375	40.545	6.1825	45.695	5.23	46.41625	5.59	40.18875	8.3375	45.45375	8.935	47.39125	7.9425	42.0225	9.6375	43.46	13.225	51.50125	9.45	56.5225	12.8875	54.29625	5.85	61.3175	11.3425	32.93	6.535	40.09125	6.1725	40.9825	6.72125
ps_ps-t-v	42.00125	12.98625	45.78375	9.77625	49.38875	11.62625	40.23875	5.36625	45.7825	4.13375	46.695	4.7	39.45375	8.22875	45.14625	8.96875	46.92	7.775	41.77875	9.97375	43.6225	13.69	51.73375	8.94	56.50375	13.36125	54.71375	6.73625	61.74125	11.62125	32.18375	6.07875	39.74125	5.98375	40.50875	6.2325
pt_pt-n-v	42.215	12.62	45.7725	9.385	49.44875	11.26625	39.55125	5.055	44.87375	3.86125	45.71125	4.24	39.8575	8.675	45.255	9.13625	47.11625	7.94125	42.2625	10.21	43.8375	13.2425	52.09125	8.9725	56.4075	12.605	54.34	6.07125	61.4775	10.97875	32.86875	5.79375	40.31	5.55625	41.13875	5.745
ps_ps-n-v	41.9575	12.62125	45.645	9.54875	49.2725	11.31875	39.88625	5.2425	45.27375	4.12875	46.18	4.52875	39.7925	8.27125	45.35625	8.995	47.20375	7.665	41.98375	9.85875	43.76	13.6225	51.8775	8.92125	56.005	12.59875	54.2525	6.1325	61.225	10.9975	32.36125	6.07625	39.7425	5.86	40.59	6.09
pt_pt-s-v	41.64	13.54125	45.545	9.70875	49.11125	11.9675	38.945	6.71875	44.90625	5.34125	45.3325	5.78875	38.57	9.6325	44.54	9.3625	46.36875	8.91375	41.17875	10.2025	43.37	13.30125	51.29375	8.875	57.19	13.5	54.8125	6.09875	62.06375	11.53875	31.80375	6.2125	39.73	5.95875	40.48875	6.3525
sc_r-v	42.81875	12.925	45.51	9.435	49.3075	11.95125	39.86875	5.77875	44.9975	4.75125	45.78125	5.57125	40.085	10.0925	44.9125	9.87375	46.275	9.105	40.19375	7.65875	42.00125	11.2575	49.9175	9.06375	57.62125	11.1325	53.615	6.07875	61.34	11.175	34.6425	6.47375	41.06875	6.2225	42.25625	6.9575
sc_r-s-v	42.195	13.5925	45.47625	9.8575	49.18125	12.25875	38.16	5.82	44.2425	5.02375	44.6475	5.50125	38.75875	11.30125	44.5575	10.7975	45.5825	9.705	39.04125	7.405	42.09375	12.555	49.645	7.695	59.00125	11.62375	54.615	5.61125	62.62625	11.34875	33.5075	6.6075	40.63	6.44375	41.80875	7.145
pt_pt-l	41.72263158	13.65947368	45.46842105	9.874736842	48.96894737	12.52263158	39.66105263	6.822631579	45.59157895	7.091578947	45.66842105	7.761578947	37.05368421	7.045263158	43.53947368	7.804736842	44.56157895	7.211578947	38.78789474	12.37368421	41.92631579	15.52263158	48.57736842	10.84894737	57.73526316	13.08105263	54.24736842	6.282631579	62.43052632	12.39526316	33.21105263	5.825789474	40.82842105	5.122631579	41.80578947	6.402631579
ps_ps-s-v	41.46875	13.365	45.4325	9.755	48.96	11.9	39.37	6.58125	45.28375	5.25375	45.79375	5.645	38.49375	9.225	44.51125	9.095	46.28625	8.65625	40.8375	9.63625	43.03125	13.13125	50.94125	8.63125	56.765	13.31	54.72125	6.0225	61.78625	11.44625	31.575	6.59	39.4275	6.43875	40.19875	6.84125
c_r-t	40.65684211	13.49736842	45.39894737	10.11	48.77736842	12.25842105	38.17736842	5.467368421	45.05894737	4.853157895	45.46052632	5.076315789	37.01	7.898421053	43.72684211	8.608421053	45.14052632	7.677894737	39.82052632	11.63578947	43.23526316	15.68526316	50.26105263	10.29210526	55.79684211	13.94263158	54.42842105	6.866315789	61.72473684	12.44210526	31.52210526	6.011578947	39.96473684	5.792105263	40.72315789	6.482631579
ps_ps-e-n-s-t	39.67368421	11.92631579	45.35684211	9.603684211	48.81947368	11.24052632	34.57368421	5.025263158	42.48684211	5.156842105	42.69789474	5.195789474	32.38789474	8.272631579	40.40368421	8.32	41.21	8.165789474	36.31526316	11.42157895	41.49052632	15.53105263	47.65105263	10.44157895	51.74210526	12.22684211	52.40157895	6.591578947	59.31789474	10.96894737	37.48894737	8.593157895	45.33368421	7.476842105	47.52315789	9.221052632
pt_pt-e-n-s-t	39.68578947	11.96947368	45.34263158	9.646842105	48.82894737	11.30421053	34.55157895	5.329473684	42.50631579	5.397368421	42.71	5.416315789	32.40210526	8.584736842	40.28947368	8.516315789	41.16842105	8.436842105	36.20473684	11.11368421	41.38631579	15.28947368	47.58210526	10.16315789	51.92052632	12.12368421	52.49	6.328421053	59.49263158	10.85947368	37.44157895	8.745789474	45.30947368	7.730526316	47.45631579	9.426842105
r_r-e-n-s-t-v	41.4175	10.98375	45.3125	8.8475	49.165	10.13625	38.4375	6.02875	43.13375	4.10125	45.0575	4.89125	40.9225	9.4275	45.7475	8.59375	48.56375	8.93875	34.43875	7.55125	38.2825	9.77375	45.34	8.11875	51.4725	11.22125	50.98625	6.265	57.86875	10.21875	38.26125	9.415	44.96125	8.65125	46.18	9.41
sc_r-e-l-n-t-s	40.04210526	10.91473684	45.16210526	9.024210526	48.79631579	10.62157895	35.74368421	6.401578947	43.10947368	6.18	43.85105263	6.598421053	34.35684211	9.806842105	42.43263158	9.956315789	42.86105263	9.366315789	33.90210526	5.898421053	39.25421053	11.51368421	45.41894737	5.934736842	51.79947368	9.525789474	51.45947368	5.299473684	58.91526316	9.538421053	38.31105263	9.193157895	45.26	8.57	47.49105263	10.34315789
sc_r-e-l-s-t	40.04210526	10.91473684	45.16210526	9.024210526	48.79631579	10.62157895	35.74368421	6.401578947	43.10947368	6.18	43.85105263	6.598421053	34.35684211	9.806842105	42.43263158	9.956315789	42.86105263	9.366315789	33.90210526	5.898421053	39.25421053	11.51368421	45.41894737	5.934736842	51.79947368	9.525789474	51.45947368	5.299473684	58.91526316	9.538421053	38.31105263	9.193157895	45.26	8.57	47.49105263	10.34315789
sc_r-n-v	42.13625	12.24125	45.1525	8.93375	49.01625	11.17375	39.6025	5.70375	45.22625	3.94625	46.16125	4.9975	39.09375	9.6	44.18375	9.2	45.57625	8.2575	39.7275	6.23125	41.69	11.24375	49.7225	7.22875	56.78	10.745	53.31	5.47375	61.11875	10.64	33.93125	5.84625	40.535	5.6375	41.72625	6.22875
sc_r-t-v	41.8725	12.5925	45.0225	9.23125	48.8725	11.5125	39.44125	5.63125	45.13875	4.04625	46.03125	4.9625	38.50125	9.7875	43.8925	9.66	45.22	8.62375	39.2325	6.49125	41.14625	10.74	49.245	7.49125	57.00625	11.44375	53.6	6.09125	61.41875	11.195	33.47875	6.015	40.3275	6.00875	41.4775	6.47625
r_r-e	40.81	11.55631579	44.98263158	9.185263158	48.71631579	11.13684211	38.6	7.452631579	44.09	6.671052632	45.45105263	7.229473684	39.01368421	7.336842105	44.44421053	7.388421053	46.96947368	7.642105263	33.88052632	8.056842105	37.81789474	10.68947368	44.10421053	8.690526316	50.90315789	12.03736842	49.88421053	6.126315789	57.23631579	11.45263158	37.86789474	9.628421053	45.19421053	9.388421053	46.42842105	10.35052632
c_r-n	40.04263158	12.92842105	44.85157895	9.793157895	48.20157895	11.90736842	37.21	5.331578947	44.08105263	4.841052632	44.31631579	4.931578947	36.72842105	7.821052632	43.42473684	8.456315789	44.82105263	7.624210526	39.57789474	11.84736842	43.19631579	15.95789474	50.04421053	10.63736842	54.36789474	13.03157895	53.21368421	6.323157895	60.54263158	11.93473684	31.41263158	5.775263158	39.81157895	5.464736842	40.63	6.176842105
c_r	40.65684211	13.15421053	44.84894737	9.578947368	48.28736842	12.14894737	38.95578947	6.373684211	45.09473684	5.98	45.30473684	6.336842105	37.08263158	7.680526316	43.35052632	8.157368421	44.79947368	7.757368421	39.44684211	11.46263158	42.46368421	14.89736842	49.33210526	10.64368421	54.93473684	13.50947368	52.80631579	6.611052632	60.41210526	12.49368421	32.00368421	5.840526316	40.03947368	5.313157895	40.90315789	6.351578947
ps_ps-l	40.89105263	13.71526316	44.80105263	10.00473684	48.26157895	12.63315789	38.84631579	6.694736842	45.12894737	7.138421053	45.01578947	7.892105263	35.97157895	7.500526316	42.83263158	8.227894737	43.64473684	7.728947368	38.14157895	12.77210526	41.46947368	15.93210526	47.98894737	11.01631579	56.91526316	13.29684211	53.64157895	6.185789474	61.88631579	12.45263158	32.39947368	5.785789474	39.92421053	5.156842105	40.97736842	6.511578947
ss_r-l-n-s-t	39.27	10.95368421	44.74421053	8.905789474	48.08789474	10.20526316	36.45894737	5.803684211	43.54368421	5.542105263	44.44473684	5.982105263	37.31315789	8.735789474	44.80789474	8.869473684	45.74578947	8.178947368	36.57421053	6.741578947	41.61368421	13.63421053	48.34105263	6.193157895	52.67684211	9.504210526	52.47842105	5.533684211	59.59684211	9.196842105	31.83263158	5.177368421	40.43263158	5.518421053	41.36	6.084210526
pt_pt-l-n-s-t	39.16105263	12.32	44.73947368	9.864210526	48.04	11.34052632	36.59421053	6.404736842	43.98736842	6.849473684	44.50157895	6.767894737	35.43736842	6.705263158	43.02631579	7.430526316	44.23473684	6.603684211	37.89894737	10.97526316	42.33421053	15.79263158	49.24368421	9.162631579	54.06894737	10.61947368	54.01210526	5.673684211	61.11736842	9.745789474	30.51157895	5.273157895	39.44736842	5.345789474	40.21421053	5.856842105
sc_r-e-l-n-s	39.71263158	10.75105263	44.71789474	8.877368421	48.40210526	10.55578947	35.19947368	6.661578947	42.59368421	6.623684211	43.18157895	7.024210526	33.85947368	9.257894737	41.86210526	9.464736842	42.26736842	8.957368421	33.58842105	5.96	38.74736842	11.43947368	44.91947368	5.642631579	51.25315789	9.265789474	50.77210526	4.98	58.46894737	9.448421053	38.34473684	9.076315789	45.14947368	8.483157895	47.42947368	10.28684211
c_r-s	39.33789474	13.51789474	44.52631579	10.23315789	47.75263158	12.36315789	37.61157895	6.118421053	44.99842105	6.138421053	45.00368421	6.331578947	34.81947368	8.033157895	42.07210526	8.295789474	43.20684211	8.092631579	38.11263158	12.29	42.14	15.88526316	48.59789474	10.66263158	54.73157895	13.45368421	53.71052632	6.85	61.12578947	12.05842105	30.25	5.794736842	39.05526316	5.797894737	39.83157895	6.539473684
r_r-l	40.93894737	13.26368421	44.23526316	9.927368421	47.88789474	12.54578947	40.61105263	10.21421053	45.45263158	9.668947368	46.36052632	10.67578947	39.59947368	8.052631579	45.33	9.164736842	46.68368421	8.042105263	36.57157895	10.08052632	39.67210526	13.02	46.27263158	10.28263158	54.81842105	11.64105263	51.55736842	5.758421053	59.48684211	11.48263158	32.39	5.998947368	39.25736842	5.387894737	40.4	6.912105263
sc_r-e	40.13578947	12.54789474	44.13210526	9.613684211	47.74263158	12.52263158	34.02684211	5.273157895	40.89	5.886315789	40.78947368	6.522631579	32.77421053	7.711052632	39.80789474	8.222631579	40.12842105	7.876842105	33.38789474	8.636842105	37.78947368	11.20578947	43.49736842	9.436315789	52.99736842	12.47947368	50.50473684	6.27	58.55157895	12.32368421	39.52578947	10.02842105	45.78052632	9.345263158	48.14	11.47157895
ss_r-e-n-s-t	38.58263158	11.16421053	44.05842105	9.002105263	47.51105263	10.79210526	30.30368421	4.255263158	37.96947368	3.904736842	38.46368421	4.317894737	32.48578947	7.472105263	40.69368421	7.845789474	40.76631579	6.903157895	32.99947368	6.485263158	38.81473684	11.90526316	44.75684211	6.482631579	51.44789474	9.853684211	51.77210526	5.781578947	58.86473684	9.432631579	37.84105263	8.212105263	44.97894737	7.048421053	47.32105263	9.036842105
ps_ps-l-n-s-t	38.36157895	12.23368421	44.05684211	9.803157895	47.36105263	11.32368421	36.18526316	5.451052632	43.77210526	5.803684211	44.34315789	5.793157895	34.31789474	7.008947368	42.00157895	7.621052632	43.14631579	7.006842105	37.69105263	11.37526316	42.24789474	16.03315789	49.01684211	9.651052632	52.85894737	10.74736842	53.04631579	5.816315789	60.12368421	9.843684211	29.72842105	5.344736842	38.64526316	5.51	39.51473684	6.061578947
pt_pt-t	38.43157895	13.78315789	43.53894737	10.23263158	46.79842105	12.59947368	36.11842105	5.590526316	43.46315789	5.148947368	43.63421053	5.473157895	34.37368421	8.829473684	41.54473684	9.276842105	42.42473684	8.641052632	37.07315789	11.23842105	41.11052632	15.08263158	47.81578947	9.765263158	54.42526316	14.16894737	53.18105263	6.945789474	60.76473684	12.53947368	28.97052632	5.464736842	37.75368421	5.408421053	38.42157895	6.125789474
ps_ps-t	38.33	13.87105263	43.53210526	10.36789474	46.74315789	12.66631579	36.07	5.123157895	43.48631579	4.917368421	43.58210526	5.155789474	34.13842105	8.826315789	41.67578947	9.35	42.37631579	8.611052632	36.90789474	11.57842105	41.21421053	15.69578947	47.75421053	10.06315789	54.46894737	14.27684211	53.24368421	7.026315789	60.83578947	12.59526316	28.81947368	5.497368421	37.54947368	5.416315789	38.25842105	6.157894737
ss_r-t	38.68578947	12.31684211	43.50578947	9.323684211	46.86263158	11.43894737	35.09736842	5.231578947	42.01210526	4.521052632	42.61894737	5.134736842	35.59210526	8.399473684	42.67947368	8.686315789	43.43105263	8.017368421	35.64263158	7.686842105	39.95315789	12.56315789	46.55631579	7.693684211	53.84157895	11.88789474	52.71368421	6.050526316	59.98578947	11.12421053	30.91789474	5.444736842	38.77105263	5.47	39.91421053	6.048947368
r_r-l-n-s-t	38.08789474	12.36947368	43.41736842	9.978421053	46.78894737	11.59210526	36.97947368	9.594736842	44.24789474	9.159473684	45.00473684	9.435263158	36.95105263	8.130526316	44.37842105	9.205789474	45.31315789	7.727894737	33.34578947	8.188947368	38.27526316	13.02736842	44.71	7.352105263	52.77578947	10.07578947	52.39631579	5.253157895	59.74052632	9.890526316	29.34105263	5.321578947	37.61157895	5.205263158	38.66894737	6.208947368
r_r-e-n-s-t	37.86263158	11.04842105	43.40263158	9.191052632	46.87578947	10.67263158	35.12684211	6.162105263	42.21736842	5.881578947	43.38210526	6.044736842	35.68578947	8.189473684	42.53526316	7.902105263	44.55578947	8.428421053	30.87473684	7.111052632	36.33947368	10.93631579	42.25157895	7.405263158	48.36947368	10.65210526	49.35736842	5.846842105	56.32947368	10.04736842	35.05578947	9.794736842	42.99789474	9.483684211	44.22	10.52578947
pt_pt	38.65631579	13.72789474	43.13684211	9.901052632	46.45894737	12.68052632	36.72473684	6.524210526	43.29789474	6.048947368	43.21947368	6.574736842	34.41947368	8.527368421	41.11	8.856842105	41.99421053	8.702105263	36.91526316	11.79578947	40.61631579	15.10631579	47.02684211	10.55210526	54.19578947	14.22526316	51.95631579	6.73	59.91789474	13.04684211	29.66526316	5.416842105	37.97526316	5.023157895	38.81421053	5.974736842
pt_pt-n	37.98789474	13.35421053	43.12421053	10.01157895	46.35947368	12.37263158	35.06842105	5.466315789	42.41684211	5.143684211	42.41210526	5.355789474	34.18684211	8.691578947	41.3	9.045789474	42.15105263	8.502631579	37.04105263	11.73210526	41.23421053	15.51842105	47.77	10.36631579	53.40842105	13.42473684	52.35052632	6.427368421	59.97210526	12.19263158	28.96894737	5.285789474	37.64578947	5.127894737	38.39105263	5.878421053
ps_ps-n	37.90631579	13.44315789	43.11210526	10.11421053	46.32894737	12.42105263	35.10368421	5.052105263	42.51473684	4.977894737	42.50052632	5.032105263	33.95526316	8.626842105	41.44421053	9.065789474	42.12578947	8.388421053	36.90421053	12.01684211	41.31684211	16.08157895	47.71157895	10.51	53.45578947	13.61947368	52.37210526	6.462105263	60.04947368	12.30263158	28.82684211	5.377368421	37.42947368	5.215263158	38.22736842	6.004210526
ps_ps	38.50631579	13.74684211	43.09842105	10.02631579	46.39421053	12.69052632	36.67105263	6.137368421	43.44368421	5.84	43.31736842	6.337894737	34.18473684	8.485263158	41.28578947	8.928947368	41.97736842	8.608421053	36.48368421	11.80157895	40.34631579	15.37052632	46.64421053	10.33736842	54.22	14.21631579	52.06631579	6.735789474	60.06578947	12.97052632	29.50105263	5.629473684	37.73842105	5.216315789	38.62105263	6.244736842
